大項目,中項目,問題番号,問題名,リンク,出典
3.コンピュータ構成要素,入出力装置,19,HDDの平均アクセス時間,https://www.fe-siken.com/bunya.php?m=3&s=5&no=19,H20秋期 問21
3.コンピュータ構成要素,入出力装置,20,PDPの発光方式,https://www.fe-siken.com/bunya.php?m=3&s=5&no=20,H20秋期 問25
3.コンピュータ構成要素,入出力装置,21,レーザプリンターの性能を表す指標,https://www.fe-siken.com/bunya.php?m=3&s=5&no=21,H20秋期 問26
3.コンピュータ構成要素,入出力装置,22,磁気ディスク装置の性能,https://www.fe-siken.com/bunya.php?m=3&s=5&no=22,H20春期 問21
3.コンピュータ構成要素,入出力装置,23,ストリーマに関する記述,https://www.fe-siken.com/bunya.php?m=3&s=5&no=23,H20春期 問22
3.コンピュータ構成要素,入出力装置,24,印刷される画像の面積,https://www.fe-siken.com/bunya.php?m=3&s=5&no=24,H20春期 問25
3.コンピュータ構成要素,入出力装置,25,ペンタブレット,https://www.fe-siken.com/bunya.php?m=3&s=5&no=25,H20春期 問26
3.コンピュータ構成要素,入出力装置,26,磁気ディスク装置,https://www.fe-siken.com/bunya.php?m=3&s=5&no=26,H18秋期 問22
3.コンピュータ構成要素,入出力装置,27,有機ELディスプレイの特徴,https://www.fe-siken.com/bunya.php?m=3&s=5&no=27,H18秋期 問25
3.コンピュータ構成要素,入出力装置,28,磁気ディスク装置,https://www.fe-siken.com/bunya.php?m=3&s=5&no=28,H17秋期 問22
3.コンピュータ構成要素,入出力装置,29,必要なシリンダ数は幾つか,https://www.fe-siken.com/bunya.php?m=3&s=5&no=29,H17秋期 問23
3.コンピュータ構成要素,入出力装置,30,レーザプリンターの性能を表す指標,https://www.fe-siken.com/bunya.php?m=3&s=5&no=30,H17秋期 問25
3.コンピュータ構成要素,入出力装置,31,HDDの平均アクセス時間,https://www.fe-siken.com/bunya.php?m=3&s=5&no=31,H17春期 問22
3.コンピュータ構成要素,入出力装置,32,磁気ディスクのシリンダ数,https://www.fe-siken.com/bunya.php?m=3&s=5&no=32,H17春期 問23
3.コンピュータ構成要素,入出力装置,33,磁気ディスク装置,https://www.fe-siken.com/bunya.php?m=3&s=5&no=33,H16秋期 問24
3.コンピュータ構成要素,入出力装置,34,有機EL,https://www.fe-siken.com/bunya.php?m=3&s=5&no=34,H16秋期 問28
3.コンピュータ構成要素,入出力装置,35,磁気ディスク装置,https://www.fe-siken.com/bunya.php?m=3&s=5&no=35,H16春期 問21
3.コンピュータ構成要素,入出力装置,36,磁気ディスク装置 シリンダ数,https://www.fe-siken.com/bunya.php?m=3&s=5&no=36,H16春期 問22
3.コンピュータ構成要素,入出力装置,37,フォーマット処理,https://www.fe-siken.com/bunya.php?m=3&s=5&no=37,H16春期 問24
3.コンピュータ構成要素,入出力装置,38,液晶ディスプレイ,https://www.fe-siken.com/bunya.php?m=3&s=5&no=38,H16春期 問26
3.コンピュータ構成要素,入出力装置,39,ページプリンター,https://www.fe-siken.com/bunya.php?m=3&s=5&no=39,H16春期 問27
3.コンピュータ構成要素,入出力装置,40,ペンタブレット,https://www.fe-siken.com/bunya.php?m=3&s=5&no=40,H16春期 問28
4.システム構成要素,システムの構成,1,RAIDの分類,https://www.fe-siken.com/bunya.php?m=4&s=1&no=1,R6免除 問10
4.システム構成要素,システムの構成,2,クライアントサーバシステム,https://www.fe-siken.com/bunya.php?m=4&s=1&no=2,R6免除 問11
4.システム構成要素,システムの構成,3,エッジコンピューティング,https://www.fe-siken.com/bunya.php?m=4&s=1&no=3,R5免除 問11
4.システム構成要素,システムの構成,4,3層C/Sにおける各層の役割,https://www.fe-siken.com/bunya.php?m=4&s=1&no=4,R4免除 問16
4.システム構成要素,システムの構成,5,フェールセーフの考え方,https://www.fe-siken.com/bunya.php?m=4&s=1&no=5,R3免除 問15
4.システム構成要素,システムの構成,6,RAID1で必要な磁気記憶装置の台数,https://www.fe-siken.com/bunya.php?m=4&s=1&no=6,R2免除 問13
4.システム構成要素,システムの構成,7,ライブマイグレーションの概念,https://www.fe-siken.com/bunya.php?m=4&s=1&no=7,R2免除 問14
4.システム構成要素,システムの構成,8,ストアドプロシージャの利点,https://www.fe-siken.com/bunya.php?m=4&s=1&no=8,R2免除 問25
4.システム構成要素,システムの構成,9,RAIDの分類,https://www.fe-siken.com/bunya.php?m=4&s=1&no=9,R1秋期 問15
4.システム構成要素,システムの構成,10,デュアルシステムの説明はどれか,https://www.fe-siken.com/bunya.php?m=4&s=1&no=10,H31春期 問13
4.システム構成要素,システムの構成,11,Webシステムの構成,https://www.fe-siken.com/bunya.php?m=4&s=1&no=11,H30秋期 問13
4.システム構成要素,システムの構成,12,フォールトトレラントシステム,https://www.fe-siken.com/bunya.php?m=4&s=1&no=12,H30春期 問13
4.システム構成要素,システムの構成,13,ホットスタンバイシステム,https://www.fe-siken.com/bunya.php?m=4&s=1&no=13,H30春期 問14
4.システム構成要素,システムの構成,14,スケールアウトに関する記述,https://www.fe-siken.com/bunya.php?m=4&s=1&no=14,H30春期 問15
4.システム構成要素,システムの構成,15,RAID5の記録方式に関する記述,https://www.fe-siken.com/bunya.php?m=4&s=1&no=15,H29秋期 問12
4.システム構成要素,システムの構成,16,デュアルシステムの説明,https://www.fe-siken.com/bunya.php?m=4&s=1&no=16,H29秋期 問13
4.システム構成要素,システムの構成,17,クラウドサービスのメリット,https://www.fe-siken.com/bunya.php?m=4&s=1&no=17,H29秋期 問14
4.システム構成要素,システムの構成,18,ストアドプロシージャ,https://www.fe-siken.com/bunya.php?m=4&s=1&no=18,H29秋期 問26
4.システム構成要素,システムの構成,19,RAID1で必要な磁気記憶装置の台数,https://www.fe-siken.com/bunya.php?m=4&s=1&no=19,H29春期 問11
4.システム構成要素,システムの構成,20,スケールアウトが適しているシステム,https://www.fe-siken.com/bunya.php?m=4&s=1&no=20,H29春期 問12
4.システム構成要素,システムの構成,21,ストライピング,https://www.fe-siken.com/bunya.php?m=4&s=1&no=21,H28秋期 問12
4.システム構成要素,システムの構成,22,Web3層C/Sシステムの特徴,https://www.fe-siken.com/bunya.php?m=4&s=1&no=22,H28秋期 問13
4.システム構成要素,システムの構成,23,ホットスタンバイ構成の特徴,https://www.fe-siken.com/bunya.php?m=4&s=1&no=23,H28秋期 問14
4.システム構成要素,システムの構成,24,フールプルーフに該当するもの,https://www.fe-siken.com/bunya.php?m=4&s=1&no=24,H28秋期 問46
4.システム構成要素,システムの構成,25,3層C/Sシステムの特徴,https://www.fe-siken.com/bunya.php?m=4&s=1&no=25,H27秋期 問13
4.システム構成要素,システムの構成,26,ストライピング,https://www.fe-siken.com/bunya.php?m=4&s=1&no=26,H27春期 問11
4.システム構成要素,システムの構成,27,最低何台停止すると縮退運転になるか,https://www.fe-siken.com/bunya.php?m=4&s=1&no=27,H27春期 問13
4.システム構成要素,システムの構成,28,ストアドプロシージャの利点,https://www.fe-siken.com/bunya.php?m=4&s=1&no=28,H27春期 問27
4.システム構成要素,システムの構成,29,ホットサイトはどれか,https://www.fe-siken.com/bunya.php?m=4&s=1&no=29,H26秋期 問13
4.システム構成要素,システムの構成,30,Webサーバにおける処理順序,https://www.fe-siken.com/bunya.php?m=4&s=1&no=30,H26春期 問13
4.システム構成要素,システムの構成,31,フェールセーフ設計の考え方,https://www.fe-siken.com/bunya.php?m=4&s=1&no=31,H26春期 問15
4.システム構成要素,システムの構成,32,フォールトトレラントシステム,https://www.fe-siken.com/bunya.php?m=4&s=1&no=32,H25秋期 問13
4.システム構成要素,システムの構成,33,ストアドプロシージャ,https://www.fe-siken.com/bunya.php?m=4&s=1&no=33,H25秋期 問28
4.システム構成要素,システムの構成,34,フォールトトレラントシステム,https://www.fe-siken.com/bunya.php?m=4&s=1&no=34,H25春期 問14
4.システム構成要素,システムの構成,35,ディスクストライピング,https://www.fe-siken.com/bunya.php?m=4&s=1&no=35,H24秋期 問11
4.システム構成要素,システムの構成,36,Web3層C/Sシステムの特徴,https://www.fe-siken.com/bunya.php?m=4&s=1&no=36,H24秋期 問13
4.システム構成要素,システムの構成,37,デュアルシステムの説明,https://www.fe-siken.com/bunya.php?m=4&s=1&no=37,H24秋期 問14
4.システム構成要素,システムの構成,38,フールプルーフに該当するもの,https://www.fe-siken.com/bunya.php?m=4&s=1&no=38,H24秋期 問45
4.システム構成要素,システムの構成,39,クラウドコンピューティングの説明,https://www.fe-siken.com/bunya.php?m=4&s=1&no=39,H24春期 問15
4.システム構成要素,システムの構成,40,フォールトトレラントシステム,https://www.fe-siken.com/bunya.php?m=4&s=1&no=40,H24春期 問16
4.システム構成要素,システムの構成,41,システム構成と稼働率,https://www.fe-siken.com/bunya.php?m=4&s=1&no=41,H23秋期 問15
4.システム構成要素,システムの構成,42,シンクライアント,https://www.fe-siken.com/bunya.php?m=4&s=1&no=42,H23秋期 問16
4.システム構成要素,システムの構成,43,フェールソフト,https://www.fe-siken.com/bunya.php?m=4&s=1&no=43,H23秋期 問17
4.システム構成要素,システムの構成,44,フールプルーフを採用した設計,https://www.fe-siken.com/bunya.php?m=4&s=1&no=44,H23特別 問17
4.システム構成要素,システムの構成,45,NAS,https://www.fe-siken.com/bunya.php?m=4&s=1&no=45,H22秋期 問15
4.システム構成要素,システムの構成,46,ホットサイト,https://www.fe-siken.com/bunya.php?m=4&s=1&no=46,H22秋期 問16
4.システム構成要素,システムの構成,47,3層クライアントサーバシステム,https://www.fe-siken.com/bunya.php?m=4&s=1&no=47,H22春期 問14
4.システム構成要素,システムの構成,48,RAID,https://www.fe-siken.com/bunya.php?m=4&s=1&no=48,H21秋期 問12
4.システム構成要素,システムの構成,49,クライアントサーバシステム,https://www.fe-siken.com/bunya.php?m=4&s=1&no=49,H21秋期 問14
4.システム構成要素,システムの構成,50,ホットスタンバイ方式,https://www.fe-siken.com/bunya.php?m=4&s=1&no=50,H21秋期 問15
4.システム構成要素,システムの構成,51,RAID1～5の各構成の区別,https://www.fe-siken.com/bunya.php?m=4&s=1&no=51,H21春期 問13
4.システム構成要素,システムの構成,52,フォールトトレラントシステム,https://www.fe-siken.com/bunya.php?m=4&s=1&no=52,H21春期 問15
4.システム構成要素,システムの構成,53,グリッドコンピューティング,https://www.fe-siken.com/bunya.php?m=4&s=1&no=53,H20秋期 問31
4.システム構成要素,システムの構成,54,デュプレックスシステム,https://www.fe-siken.com/bunya.php?m=4&s=1&no=54,H20春期 問31
4.システム構成要素,システムの構成,55,ストアドプロシージャ機能,https://www.fe-siken.com/bunya.php?m=4&s=1&no=55,H20春期 問61
4.システム構成要素,システムの構成,56,ディスクストライピング,https://www.fe-siken.com/bunya.php?m=4&s=1&no=56,H19秋期 問24
4.システム構成要素,システムの構成,57,密結合マルチプロセッサシステム,https://www.fe-siken.com/bunya.php?m=4&s=1&no=57,H19秋期 問31
4.システム構成要素,システムの構成,58,バックアップサイトの種類,https://www.fe-siken.com/bunya.php?m=4&s=1&no=58,H19秋期 問35
4.システム構成要素,システムの構成,59,クライアントサーバシステムの特徴,https://www.fe-siken.com/bunya.php?m=4&s=1&no=59,H19春期 問31
4.システム構成要素,システムの構成,60,NASの特徴はどれか,https://www.fe-siken.com/bunya.php?m=4&s=1&no=60,H19春期 問32
4.システム構成要素,システムの構成,61,フォールトトレラントシステム,https://www.fe-siken.com/bunya.php?m=4&s=1&no=61,H19春期 問34
4.システム構成要素,システムの構成,62,アプリケーションサーバを用いる理由,https://www.fe-siken.com/bunya.php?m=4&s=1&no=62,H19春期 問38
4.システム構成要素,システムの構成,63,ストライピング,https://www.fe-siken.com/bunya.php?m=4&s=1&no=63,H18秋期 問23
4.システム構成要素,システムの構成,64,RPC,https://www.fe-siken.com/bunya.php?m=4&s=1&no=64,H18秋期 問31
4.システム構成要素,システムの構成,65,フェールセーフ設計の考え方,https://www.fe-siken.com/bunya.php?m=4&s=1&no=65,H18秋期 問34
4.システム構成要素,システムの構成,66,Webアプリケーションサーバ,https://www.fe-siken.com/bunya.php?m=4&s=1&no=66,H18秋期 問38
4.システム構成要素,システムの構成,67,フェールセーフを考慮したもの,https://www.fe-siken.com/bunya.php?m=4&s=1&no=67,H18春期 問33
4.システム構成要素,システムの構成,68,クライアントサーバ方式,https://www.fe-siken.com/bunya.php?m=4&s=1&no=68,H17秋期 問32
4.システム構成要素,システムの構成,69,NASのデータ共有を実現する単位,https://www.fe-siken.com/bunya.php?m=4&s=1&no=69,H17春期 問24
4.システム構成要素,システムの構成,70,ストアドプロシージャ,https://www.fe-siken.com/bunya.php?m=4&s=1&no=70,H17春期 問31
4.システム構成要素,システムの構成,71,デュプレックスシステム,https://www.fe-siken.com/bunya.php?m=4&s=1&no=71,H17春期 問32
4.システム構成要素,システムの構成,72,ストライピング,https://www.fe-siken.com/bunya.php?m=4&s=1&no=72,H16秋期 問25
4.システム構成要素,システムの構成,73,マルチプロセッサシステム,https://www.fe-siken.com/bunya.php?m=4&s=1&no=73,H16秋期 問33
4.システム構成要素,システムの構成,74,デュアルシステム,https://www.fe-siken.com/bunya.php?m=4&s=1&no=74,H16秋期 問36
4.システム構成要素,システムの構成,75,RAIDに関する記述,https://www.fe-siken.com/bunya.php?m=4&s=1&no=75,H16春期 問23
4.システム構成要素,システムの構成,76,クライアントサーバシステム,https://www.fe-siken.com/bunya.php?m=4&s=1&no=76,H16春期 問36
4.システム構成要素,システムの評価指標,1,稼働率,https://www.fe-siken.com/bunya.php?m=4&s=2&no=1,R6免除 問12
4.システム構成要素,システムの評価指標,2,キャパシティプランニングの作業順序,https://www.fe-siken.com/bunya.php?m=4&s=2&no=2,R5免除 問12
4.システム構成要素,システムの評価指標,3,ターンアラウンドタイムの算出,https://www.fe-siken.com/bunya.php?m=4&s=2&no=3,R4免除 問15
4.システム構成要素,システムの評価指標,4,処理される仕事量を表す用語,https://www.fe-siken.com/bunya.php?m=4&s=2&no=4,R3免除 問16
4.システム構成要素,システムの評価指標,5,3年後の平均検索応答時間は何秒か,https://www.fe-siken.com/bunya.php?m=4&s=2&no=5,R2免除 問15
4.システム構成要素,システムの評価指標,6,稼働率を表す式,https://www.fe-siken.com/bunya.php?m=4&s=2&no=6,R2免除 問16
4.システム構成要素,システムの評価指標,7,稼働率の差は幾らか,https://www.fe-siken.com/bunya.php?m=4&s=2&no=7,R1秋期 問16
4.システム構成要素,システムの評価指標,8,システムの稼働率,https://www.fe-siken.com/bunya.php?m=4&s=2&no=8,H31春期 問14
4.システム構成要素,システムの評価指標,9,データベース応答性能の悪化原因,https://www.fe-siken.com/bunya.php?m=4&s=2&no=9,H31春期 問15
4.システム構成要素,システムの評価指標,10,キャパシティプランニングの作業順序,https://www.fe-siken.com/bunya.php?m=4&s=2&no=10,H30秋期 問14
4.システム構成要素,システムの評価指標,11,回線の稼働率,https://www.fe-siken.com/bunya.php?m=4&s=2&no=11,H30秋期 問15
4.システム構成要素,システムの評価指標,12,システムの稼働率は幾らか,https://www.fe-siken.com/bunya.php?m=4&s=2&no=12,H29秋期 問15
4.システム構成要素,システムの評価指標,13,ベンチマークテストの説明,https://www.fe-siken.com/bunya.php?m=4&s=2&no=13,H29春期 問13
4.システム構成要素,システムの評価指標,14,システムの稼働率,https://www.fe-siken.com/bunya.php?m=4&s=2&no=14,H29春期 問14
4.システム構成要素,システムの評価指標,15,システム全体の稼働率は何%か,https://www.fe-siken.com/bunya.php?m=4&s=2&no=15,H28秋期 問15
4.システム構成要素,システムの評価指標,16,ジョブの処理状況,https://www.fe-siken.com/bunya.php?m=4&s=2&no=16,H28秋期 問16
4.システム構成要素,システムの評価指標,17,ジョブを処理する能力の評価尺度,https://www.fe-siken.com/bunya.php?m=4&s=2&no=17,H28春期 問13
4.システム構成要素,システムの評価指標,18,システムの稼働率,https://www.fe-siken.com/bunya.php?m=4&s=2&no=18,H28春期 問14
4.システム構成要素,システムの評価指標,19,システムの稼働率に関する記述,https://www.fe-siken.com/bunya.php?m=4&s=2&no=19,H28春期 問15
4.システム構成要素,システムの評価指標,20,MTBFとMTTRに関する記述,https://www.fe-siken.com/bunya.php?m=4&s=2&no=20,H27秋期 問14
4.システム構成要素,システムの評価指標,21,稼働率の差は幾らか,https://www.fe-siken.com/bunya.php?m=4&s=2&no=21,H27秋期 問15
4.システム構成要素,システムの評価指標,22,CPUの使用率と平均応答時間の関係,https://www.fe-siken.com/bunya.php?m=4&s=2&no=22,H27春期 問14
4.システム構成要素,システムの評価指標,23,稼働率が最も高いシステム構成,https://www.fe-siken.com/bunya.php?m=4&s=2&no=23,H27春期 問15
4.システム構成要素,システムの評価指標,24,システムの信頼性に関する記述,https://www.fe-siken.com/bunya.php?m=4&s=2&no=24,H27春期 問16
4.システム構成要素,システムの評価指標,25,稼働率の計算,https://www.fe-siken.com/bunya.php?m=4&s=2&no=25,H26秋期 問14
4.システム構成要素,システムの評価指標,26,初期故障期間の対策,https://www.fe-siken.com/bunya.php?m=4&s=2&no=26,H26秋期 問15
4.システム構成要素,システムの評価指標,27,スループット,https://www.fe-siken.com/bunya.php?m=4&s=2&no=27,H26春期 問14
4.システム構成要素,システムの評価指標,28,トランザクションの処理能力,https://www.fe-siken.com/bunya.php?m=4&s=2&no=28,H25秋期 問 9
4.システム構成要素,システムの評価指標,29,故障率の計算,https://www.fe-siken.com/bunya.php?m=4&s=2&no=29,H25秋期 問14
4.システム構成要素,システムの評価指標,30,キャパシティプランニング,https://www.fe-siken.com/bunya.php?m=4&s=2&no=30,H25秋期 問15
4.システム構成要素,システムの評価指標,31,ベンチマークテストの説明,https://www.fe-siken.com/bunya.php?m=4&s=2&no=31,H25秋期 問16
4.システム構成要素,システムの評価指標,32,システムの稼働率は幾らか,https://www.fe-siken.com/bunya.php?m=4&s=2&no=32,H25春期 問15
4.システム構成要素,システムの評価指標,33,スループット,https://www.fe-siken.com/bunya.php?m=4&s=2&no=33,H25春期 問16
4.システム構成要素,システムの評価指標,34,データベース応答性能の悪化原因,https://www.fe-siken.com/bunya.php?m=4&s=2&no=34,H25春期 問17
4.システム構成要素,システムの評価指標,35,システム全体の稼働率を表す式,https://www.fe-siken.com/bunya.php?m=4&s=2&no=35,H24秋期 問15
4.システム構成要素,システムの評価指標,36,システムの信頼性に関する記述,https://www.fe-siken.com/bunya.php?m=4&s=2&no=36,H24秋期 問16
4.システム構成要素,システムの評価指標,37,稼働率を表す式,https://www.fe-siken.com/bunya.php?m=4&s=2&no=37,H24春期 問17
4.システム構成要素,システムの評価指標,38,ベンチマークテストの説明,https://www.fe-siken.com/bunya.php?m=4&s=2&no=38,H24春期 問18
4.システム構成要素,システムの評価指標,39,サーバ処理時間を求める式,https://www.fe-siken.com/bunya.php?m=4&s=2&no=39,H24春期 問19
4.システム構成要素,システムの評価指標,40,MTBFとMTTR,https://www.fe-siken.com/bunya.php?m=4&s=2&no=40,H23秋期 問18
4.システム構成要素,システムの評価指標,41,稼働率,https://www.fe-siken.com/bunya.php?m=4&s=2&no=41,H23秋期 問19
4.システム構成要素,システムの評価指標,42,システムの稼働率,https://www.fe-siken.com/bunya.php?m=4&s=2&no=42,H23特別 問16
4.システム構成要素,システムの評価指標,43,TPS(Transaction Per Second),https://www.fe-siken.com/bunya.php?m=4&s=2&no=43,H23特別 問19
4.システム構成要素,システムの評価指標,44,RASIS指標を表す式,https://www.fe-siken.com/bunya.php?m=4&s=2&no=44,H22秋期 問17
4.システム構成要素,システムの評価指標,45,スループット,https://www.fe-siken.com/bunya.php?m=4&s=2&no=45,H22秋期 問18
4.システム構成要素,システムの評価指標,46,稼働率,https://www.fe-siken.com/bunya.php?m=4&s=2&no=46,H22秋期 問19
4.システム構成要素,システムの評価指標,47,四つの時間の関係を表わす式,https://www.fe-siken.com/bunya.php?m=4&s=2&no=47,H22春期 問15
4.システム構成要素,システムの評価指標,48,稼働率,https://www.fe-siken.com/bunya.php?m=4&s=2&no=48,H22春期 問16
4.システム構成要素,システムの評価指標,49,必要な磁気ディスク装置数,https://www.fe-siken.com/bunya.php?m=4&s=2&no=49,H22春期 問17
4.システム構成要素,システムの評価指標,50,システム全体の稼働率,https://www.fe-siken.com/bunya.php?m=4&s=2&no=50,H21秋期 問16
4.システム構成要素,システムの評価指標,51,トランザクションの処理時間,https://www.fe-siken.com/bunya.php?m=4&s=2&no=51,H21秋期 問17
4.システム構成要素,システムの評価指標,52,稼働率の計算,https://www.fe-siken.com/bunya.php?m=4&s=2&no=52,H21春期 問16
4.システム構成要素,システムの評価指標,53,可用性(Availability)を表す尺度,https://www.fe-siken.com/bunya.php?m=4&s=2&no=53,H21春期 問17
4.システム構成要素,システムの評価指標,54,スループットの説明,https://www.fe-siken.com/bunya.php?m=4&s=2&no=54,H20秋期 問33
4.システム構成要素,システムの評価指標,55,MTBFとMTTRを表した式,https://www.fe-siken.com/bunya.php?m=4&s=2&no=55,H20秋期 問34
4.システム構成要素,システムの評価指標,56,システムの稼働率,https://www.fe-siken.com/bunya.php?m=4&s=2&no=56,H20春期 問32
4.システム構成要素,システムの評価指標,57,故障率の計算,https://www.fe-siken.com/bunya.php?m=4&s=2&no=57,H20春期 問33
4.システム構成要素,システムの評価指標,58,RASISの構成要素,https://www.fe-siken.com/bunya.php?m=4&s=2&no=58,H20春期 問34
4.システム構成要素,システムの評価指標,59,ベンチマークに関する説明,https://www.fe-siken.com/bunya.php?m=4&s=2&no=59,H19秋期 問32
4.システム構成要素,システムの評価指標,60,MTBFとMTTRの関係,https://www.fe-siken.com/bunya.php?m=4&s=2&no=60,H19秋期 問33
4.システム構成要素,システムの評価指標,61,システムの稼働率,https://www.fe-siken.com/bunya.php?m=4&s=2&no=61,H19秋期 問34
4.システム構成要素,システムの評価指標,62,システムの稼働率,https://www.fe-siken.com/bunya.php?m=4&s=2&no=62,H19春期 問33
4.システム構成要素,システムの評価指標,63,稼働率0.999以上のシステム,https://www.fe-siken.com/bunya.php?m=4&s=2&no=63,H18秋期 問32
4.システム構成要素,システムの評価指標,64,稼働率・MTBF・MTTRの関係,https://www.fe-siken.com/bunya.php?m=4&s=2&no=64,H18秋期 問33
4.システム構成要素,システムの評価指標,65,スループットに関する記述,https://www.fe-siken.com/bunya.php?m=4&s=2&no=65,H18春期 問31
4.システム構成要素,システムの評価指標,66,稼働率が最も高いシステム構成,https://www.fe-siken.com/bunya.php?m=4&s=2&no=66,H18春期 問32
4.システム構成要素,システムの評価指標,67,RASIS,https://www.fe-siken.com/bunya.php?m=4&s=2&no=67,H18春期 問34
4.システム構成要素,システムの評価指標,68,システムの性能評価,https://www.fe-siken.com/bunya.php?m=4&s=2&no=68,H17秋期 問33
4.システム構成要素,システムの評価指標,69,MTBFとMTTRを表した式,https://www.fe-siken.com/bunya.php?m=4&s=2&no=69,H17秋期 問35
4.システム構成要素,システムの評価指標,70,システムの性能評価,https://www.fe-siken.com/bunya.php?m=4&s=2&no=70,H17春期 問33
4.システム構成要素,システムの評価指標,71,稼働率で表されるシステム構成図,https://www.fe-siken.com/bunya.php?m=4&s=2&no=71,H17春期 問34
4.システム構成要素,システムの評価指標,72,スループット,https://www.fe-siken.com/bunya.php?m=4&s=2&no=72,H16秋期 問37
4.システム構成要素,システムの評価指標,73,MTBFは何時間必要か,https://www.fe-siken.com/bunya.php?m=4&s=2&no=73,H16秋期 問38
4.システム構成要素,システムの評価指標,74,システム全体の稼働率,https://www.fe-siken.com/bunya.php?m=4&s=2&no=74,H16秋期 問39
4.システム構成要素,システムの評価指標,75,CPUの平均使用率,https://www.fe-siken.com/bunya.php?m=4&s=2&no=75,H16春期 問37
4.システム構成要素,システムの評価指標,76,キャパシティプランニング,https://www.fe-siken.com/bunya.php?m=4&s=2&no=76,H16春期 問38
4.システム構成要素,システムの評価指標,77,稼働率,https://www.fe-siken.com/bunya.php?m=4&s=2&no=77,H16春期 問39
5.ソフトウェア,オペレーティングシステム,1,印刷に要した時間の長い順,https://www.fe-siken.com/bunya.php?m=5&s=1&no=1,R6免除 問13
5.ソフトウェア,オペレーティングシステム,2,ジョブ終了までの経過時間,https://www.fe-siken.com/bunya.php?m=5&s=1&no=2,R5免除 問13
5.ソフトウェア,オペレーティングシステム,3,LRU方式,https://www.fe-siken.com/bunya.php?m=5&s=1&no=3,R4免除 問17
5.ソフトウェア,オペレーティングシステム,4,LRU,https://www.fe-siken.com/bunya.php?m=5&s=1&no=4,R4免除 問18
5.ソフトウェア,オペレーティングシステム,5,ターンアラウンドタイムは何秒か,https://www.fe-siken.com/bunya.php?m=5&s=1&no=5,R3免除 問17
5.ソフトウェア,オペレーティングシステム,6,置換えアルゴリズムはどれか,https://www.fe-siken.com/bunya.php?m=5&s=1&no=6,R3免除 問18
5.ソフトウェア,オペレーティングシステム,7,ページング方式の処理順序,https://www.fe-siken.com/bunya.php?m=5&s=1&no=7,R3免除 問19
5.ソフトウェア,オペレーティングシステム,8,固定長方式の特徴,https://www.fe-siken.com/bunya.php?m=5&s=1&no=8,R2免除 問17
5.ソフトウェア,オペレーティングシステム,9,バッファサイズLを表す関係式,https://www.fe-siken.com/bunya.php?m=5&s=1&no=9,R1秋期 問17
5.ソフトウェア,オペレーティングシステム,10,優先度制御方式,https://www.fe-siken.com/bunya.php?m=5&s=1&no=10,R1秋期 問18
5.ソフトウェア,オペレーティングシステム,11,タスクのディスパッチ,https://www.fe-siken.com/bunya.php?m=5&s=1&no=11,H31春期 問16
5.ソフトウェア,オペレーティングシステム,12,CPUの遊休時間は何ミリ秒か,https://www.fe-siken.com/bunya.php?m=5&s=1&no=12,H30秋期 問16
5.ソフトウェア,オペレーティングシステム,13,スプーリング機能の説明,https://www.fe-siken.com/bunya.php?m=5&s=1&no=13,H30秋期 問17
5.ソフトウェア,オペレーティングシステム,14,ラウンドロビン方式の説明はどれか,https://www.fe-siken.com/bunya.php?m=5&s=1&no=14,H30秋期 問18
5.ソフトウェア,オペレーティングシステム,15,スケジューリング状況を表したもの,https://www.fe-siken.com/bunya.php?m=5&s=1&no=15,H30春期 問16
5.ソフトウェア,オペレーティングシステム,16,メモリリークの説明はどれか,https://www.fe-siken.com/bunya.php?m=5&s=1&no=16,H29秋期 問16
5.ソフトウェア,オペレーティングシステム,17,ポーリング制御はどれか,https://www.fe-siken.com/bunya.php?m=5&s=1&no=17,H29秋期 問17
5.ソフトウェア,オペレーティングシステム,18,優先度制御方式,https://www.fe-siken.com/bunya.php?m=5&s=1&no=18,H29秋期 問18
5.ソフトウェア,オペレーティングシステム,19,動的再配置に要するアクセス時間,https://www.fe-siken.com/bunya.php?m=5&s=1&no=19,H29秋期 問19
5.ソフトウェア,オペレーティングシステム,20,ページフォールトを増加させる要因,https://www.fe-siken.com/bunya.php?m=5&s=1&no=20,H29秋期 問20
5.ソフトウェア,オペレーティングシステム,21,ページング方式の説明はどれか,https://www.fe-siken.com/bunya.php?m=5&s=1&no=21,H29春期 問15
5.ソフトウェア,オペレーティングシステム,22,全ての印刷が完了するのは何秒後か,https://www.fe-siken.com/bunya.php?m=5&s=1&no=22,H29春期 問16
5.ソフトウェア,オペレーティングシステム,23,バッファサイズLを表す関係式,https://www.fe-siken.com/bunya.php?m=5&s=1&no=23,H29春期 問17
5.ソフトウェア,オペレーティングシステム,24,ページを置き換える回数の組合せ,https://www.fe-siken.com/bunya.php?m=5&s=1&no=24,H29春期 問19
5.ソフトウェア,オペレーティングシステム,25,スラッシング,https://www.fe-siken.com/bunya.php?m=5&s=1&no=25,H28秋期 問17
5.ソフトウェア,オペレーティングシステム,26,マルチプログラミングOSの処理,https://www.fe-siken.com/bunya.php?m=5&s=1&no=26,H28秋期 問18
5.ソフトウェア,オペレーティングシステム,27,LRUアルゴリズム,https://www.fe-siken.com/bunya.php?m=5&s=1&no=27,H28秋期 問19
5.ソフトウェア,オペレーティングシステム,28,優先度に基づくスケジューリング,https://www.fe-siken.com/bunya.php?m=5&s=1&no=28,H28春期 問16
